ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2024-09-30T00:00:00.000000000Z,32,1,42006053,42692.000000000,42694.000000000,42691.000000000,42694.000000000,18,YM
2024-09-30T00:00:01.000000000Z,32,1,42006053,42697.000000000,42697.000000000,42692.000000000,42692.000000000,14,YM
2024-09-30T00:00:02.000000000Z,32,1,42006053,42692.000000000,42692.000000000,42692.000000000,42692.000000000,1,YM
2024-09-30T00:00:20.000000000Z,32,1,42006053,42693.000000000,42693.000000000,42693.000000000,42693.000000000,1,YM
2024-09-30T00:00:23.000000000Z,32,1,42006053,42693.000000000,42693.000000000,42692.000000000,42692.000000000,2,YM
2024-09-30T00:00:24.000000000Z,32,1,42006053,42693.000000000,42693.000000000,42687.000000000,42687.000000000,8,YM
2024-09-30T00:00:25.000000000Z,32,1,42006053,42690.000000000,42691.000000000,42690.000000000,42691.000000000,2,YM
2024-09-30T00:00:26.000000000Z,32,1,42006053,42692.000000000,42692.000000000,42692.000000000,42692.000000000,2,YM
2024-09-30T00:00:29.000000000Z,32,1,42006053,42691.000000000,42691.000000000,42691.000000000,42691.000000000,1,YM
2024-09-30T00:00:40.000000000Z,32,1,42006053,42691.000000000,42691.000000000,42691.000000000,42691.000000000,2,YM
2024-09-30T00:00:46.000000000Z,32,1,42006053,42690.000000000,42690.000000000,42690.000000000,42690.000000000,2,YM
2024-09-30T00:01:02.000000000Z,32,1,42006053,42692.000000000,42692.000000000,42689.000000000,42689.000000000,6,YM
2024-09-30T00:01:15.000000000Z,32,1,42006053,42689.000000000,42689.000000000,42689.000000000,42689.000000000,1,YM
2024-09-30T00:01:29.000000000Z,32,1,42006053,42686.000000000,42686.000000000,42686.000000000,42686.000000000,1,YM
2024-09-30T00:01:31.000000000Z,32,1,42006053,42687.000000000,42687.000000000,42687.000000000,42687.000000000,1,YM
2024-09-30T00:01:32.000000000Z,32,1,42006053,42687.000000000,42687.000000000,42687.000000000,42687.000000000,1,YM
2024-09-30T00:01:35.000000000Z,32,1,42006053,42687.000000000,42687.000000000,42687.000000000,42687.000000000,1,YM
2024-09-30T00:01:37.000000000Z,32,1,42006053,42686.000000000,42686.000000000,42686.000000000,42686.000000000,3,YM
2024-09-30T00:01:38.000000000Z,32,1,42006053,42687.000000000,42687.000000000,42687.000000000,42687.000000000,1,YM
2024-09-30T00:01:42.000000000Z,32,1,42006053,42686.000000000,42686.000000000,42686.000000000,42686.000000000,1,YM
2024-09-30T00:01:59.000000000Z,32,1,42006053,42685.000000000,42685.000000000,42685.000000000,42685.000000000,3,YM
2024-09-30T00:02:00.000000000Z,32,1,42006053,42687.000000000,42687.000000000,42687.000000000,42687.000000000,1,YM
2024-09-30T00:02:02.000000000Z,32,1,42006053,42686.000000000,42686.000000000,42686.000000000,42686.000000000,2,YM
2024-09-30T00:02:03.000000000Z,32,1,42006053,42685.000000000,42685.000000000,42685.000000000,42685.000000000,1,YM
2024-09-30T00:02:06.000000000Z,32,1,42006053,42684.000000000,42684.000000000,42681.000000000,42681.000000000,9,YM
2024-09-30T00:02:08.000000000Z,32,1,42006053,42685.000000000,42685.000000000,42685.000000000,42685.000000000,1,YM
2024-09-30T00:02:15.000000000Z,32,1,42006053,42685.000000000,42685.000000000,42685.000000000,42685.000000000,1,YM
2024-09-30T00:02:17.000000000Z,32,1,42006053,42685.000000000,42685.000000000,42685.000000000,42685.000000000,1,YM
2024-09-30T00:02:36.000000000Z,32,1,42006053,42684.000000000,42684.000000000,42684.000000000,42684.000000000,1,YM
2024-09-30T00:02:57.000000000Z,32,1,42006053,42688.000000000,42688.000000000,42688.000000000,42688.000000000,1,YM
2024-09-30T00:03:00.000000000Z,32,1,42006053,42689.000000000,42689.000000000,42688.000000000,42688.000000000,6,YM
2024-09-30T00:03:01.000000000Z,32,1,42006053,42689.000000000,42689.000000000,42689.000000000,42689.000000000,1,YM
2024-09-30T00:03:16.000000000Z,32,1,42006053,42688.000000000,42688.000000000,42688.000000000,42688.000000000,1,YM
2024-09-30T00:03:26.000000000Z,32,1,42006053,42685.000000000,42685.000000000,42685.000000000,42685.000000000,3,YM
2024-09-30T00:03:34.000000000Z,32,1,42006053,42684.000000000,42684.000000000,42684.000000000,42684.000000000,2,YM
2024-09-30T00:03:46.000000000Z,32,1,42006053,42685.000000000,42686.000000000,42684.000000000,42686.000000000,9,YM
2024-09-30T00:03:47.000000000Z,32,1,42006053,42687.000000000,42687.000000000,42687.000000000,42687.000000000,4,YM
2024-09-30T00:03:54.000000000Z,32,1,42006053,42687.000000000,42687.000000000,42686.000000000,42686.000000000,2,YM
2024-09-30T00:04:03.000000000Z,32,1,42006053,42687.000000000,42687.000000000,42687.000000000,42687.000000000,1,YM
2024-09-30T00:04:08.000000000Z,32,1,42006053,42687.000000000,42687.000000000,42687.000000000,42687.000000000,1,YM
2024-09-30T00:04:22.000000000Z,32,1,42006053,42689.000000000,42689.000000000,42688.000000000,42688.000000000,4,YM
2024-09-30T00:04:46.000000000Z,32,1,42006053,42690.000000000,42690.000000000,42690.000000000,42690.000000000,5,YM
2024-09-30T00:04:48.000000000Z,32,1,42006053,42688.000000000,42690.000000000,42688.000000000,42690.000000000,6,YM
2024-09-30T00:04:49.000000000Z,32,1,42006053,42690.000000000,42690.000000000,42690.000000000,42690.000000000,5,YM
2024-09-30T00:04:51.000000000Z,32,1,42006053,42689.000000000,42689.000000000,42689.000000000,42689.000000000,3,YM
2024-09-30T00:04:53.000000000Z,32,1,42006053,42689.000000000,42689.000000000,42689.000000000,42689.000000000,5,YM
2024-09-30T00:04:57.000000000Z,32,1,42006053,42690.000000000,42690.000000000,42690.000000000,42690.000000000,5,YM
2024-09-30T00:05:09.000000000Z,32,1,42006053,42690.000000000,42690.000000000,42690.000000000,42690.000000000,1,YM
2024-09-30T00:05:10.000000000Z,32,1,42006053,42689.000000000,42689.000000000,42689.000000000,42689.000000000,1,YM
2024-09-30T00:05:14.000000000Z,32,1,42006053,42689.000000000,42689.000000000,42689.000000000,42689.000000000,1,YM
2024-09-30T00:05:19.000000000Z,32,1,42006053,42688.000000000,42690.000000000,42688.000000000,42690.000000000,2,YM
2024-09-30T00:05:22.000000000Z,32,1,42006053,42691.000000000,42691.000000000,42691.000000000,42691.000000000,5,YM
2024-09-30T00:05:24.000000000Z,32,1,42006053,42693.000000000,42693.000000000,42693.000000000,42693.000000000,5,YM
2024-09-30T00:05:26.000000000Z,32,1,42006053,42692.000000000,42692.000000000,42691.000000000,42691.000000000,10,YM
2024-09-30T00:05:29.000000000Z,32,1,42006053,42691.000000000,42691.000000000,42691.000000000,42691.000000000,7,YM
2024-09-30T00:05:36.000000000Z,32,1,42006053,42691.000000000,42691.000000000,42691.000000000,42691.000000000,2,YM
2024-09-30T00:05:47.000000000Z,32,1,42006053,42686.000000000,42686.000000000,42686.000000000,42686.000000000,4,YM
2024-09-30T00:05:49.000000000Z,32,1,42006053,42687.000000000,42687.000000000,42687.000000000,42687.000000000,2,YM
2024-09-30T00:05:52.000000000Z,32,1,42006053,42688.000000000,42688.000000000,42688.000000000,42688.000000000,1,YM
2024-09-30T00:05:53.000000000Z,32,1,42006053,42687.000000000,42687.000000000,42687.000000000,42687.000000000,1,YM
2024-09-30T00:06:01.000000000Z,32,1,42006053,42689.000000000,42689.000000000,42689.000000000,42689.000000000,1,YM
2024-09-30T00:06:02.000000000Z,32,1,42006053,42690.000000000,42690.000000000,42687.000000000,42687.000000000,2,YM
2024-09-30T00:06:04.000000000Z,32,1,42006053,42689.000000000,42689.000000000,42689.000000000,42689.000000000,1,YM
2024-09-30T00:06:06.000000000Z,32,1,42006053,42689.000000000,42689.000000000,42689.000000000,42689.000000000,1,YM
2024-09-30T00:06:15.000000000Z,32,1,42006053,42690.000000000,42690.000000000,42690.000000000,42690.000000000,5,YM
2024-09-30T00:06:21.000000000Z,32,1,42006053,42692.000000000,42692.000000000,42692.000000000,42692.000000000,4,YM
2024-09-30T00:06:29.000000000Z,32,1,42006053,42696.000000000,42696.000000000,42696.000000000,42696.000000000,1,YM
2024-09-30T00:06:33.000000000Z,32,1,42006053,42696.000000000,42696.000000000,42696.000000000,42696.000000000,1,YM
2024-09-30T00:06:39.000000000Z,32,1,42006053,42697.000000000,42697.000000000,42697.000000000,42697.000000000,1,YM
