ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-01-14T00:00:00.000000000Z,32,1,42002868,42612.000000000,42615.000000000,42612.000000000,42615.000000000,3,YM
2025-01-14T00:00:01.000000000Z,32,1,42002868,42616.000000000,42616.000000000,42616.000000000,42616.000000000,3,YM
2025-01-14T00:00:02.000000000Z,32,1,42002868,42614.000000000,42615.000000000,42614.000000000,42615.000000000,3,YM
2025-01-14T00:00:04.000000000Z,32,1,42002868,42617.000000000,42617.000000000,42617.000000000,42617.000000000,2,YM
2025-01-14T00:00:05.000000000Z,32,1,42002868,42616.000000000,42616.000000000,42616.000000000,42616.000000000,2,YM
2025-01-14T00:00:07.000000000Z,32,1,42002868,42616.000000000,42616.000000000,42616.000000000,42616.000000000,2,YM
2025-01-14T00:00:13.000000000Z,32,1,42002868,42614.000000000,42614.000000000,42614.000000000,42614.000000000,1,YM
2025-01-14T00:00:15.000000000Z,32,1,42002868,42613.000000000,42613.000000000,42613.000000000,42613.000000000,1,YM
2025-01-14T00:00:17.000000000Z,32,1,42002868,42613.000000000,42613.000000000,42613.000000000,42613.000000000,2,YM
2025-01-14T00:00:19.000000000Z,32,1,42002868,42614.000000000,42615.000000000,42614.000000000,42615.000000000,5,YM
2025-01-14T00:00:23.000000000Z,32,1,42002868,42612.000000000,42612.000000000,42612.000000000,42612.000000000,3,YM
2025-01-14T00:00:24.000000000Z,32,1,42002868,42611.000000000,42611.000000000,42611.000000000,42611.000000000,2,YM
2025-01-14T00:00:26.000000000Z,32,1,42002868,42610.000000000,42610.000000000,42609.000000000,42609.000000000,2,YM
2025-01-14T00:00:27.000000000Z,32,1,42002868,42609.000000000,42609.000000000,42609.000000000,42609.000000000,1,YM
2025-01-14T00:00:29.000000000Z,32,1,42002868,42610.000000000,42610.000000000,42610.000000000,42610.000000000,5,YM
2025-01-14T00:00:32.000000000Z,32,1,42002868,42609.000000000,42609.000000000,42609.000000000,42609.000000000,4,YM
2025-01-14T00:00:35.000000000Z,32,1,42002868,42607.000000000,42607.000000000,42607.000000000,42607.000000000,1,YM
2025-01-14T00:00:36.000000000Z,32,1,42002868,42606.000000000,42606.000000000,42606.000000000,42606.000000000,5,YM
2025-01-14T00:00:43.000000000Z,32,1,42002868,42605.000000000,42605.000000000,42605.000000000,42605.000000000,4,YM
2025-01-14T00:00:44.000000000Z,32,1,42002868,42603.000000000,42603.000000000,42600.000000000,42601.000000000,9,YM
2025-01-14T00:00:46.000000000Z,32,1,42002868,42603.000000000,42603.000000000,42603.000000000,42603.000000000,3,YM
2025-01-14T00:00:52.000000000Z,32,1,42002868,42601.000000000,42601.000000000,42601.000000000,42601.000000000,1,YM
2025-01-14T00:00:53.000000000Z,32,1,42002868,42602.000000000,42602.000000000,42601.000000000,42601.000000000,2,YM
2025-01-14T00:00:56.000000000Z,32,1,42002868,42600.000000000,42600.000000000,42600.000000000,42600.000000000,3,YM
