ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-01-20T00:00:00.000000000Z,32,1,5002,6023.500000000,6024.250000000,6023.500000000,6024.250000000,31,ES
2025-01-20T00:00:01.000000000Z,32,1,5002,6024.250000000,6024.500000000,6024.250000000,6024.500000000,19,ES
2025-01-20T00:00:02.000000000Z,32,1,5002,6024.250000000,6024.750000000,6024.250000000,6024.750000000,48,ES
2025-01-20T00:00:03.000000000Z,32,1,5002,6024.500000000,6024.750000000,6024.500000000,6024.500000000,5,ES
2025-01-20T00:00:04.000000000Z,32,1,5002,6024.500000000,6024.500000000,6024.250000000,6024.250000000,2,ES
2025-01-20T00:00:09.000000000Z,32,1,5002,6024.250000000,6024.250000000,6024.250000000,6024.250000000,4,ES
2025-01-20T00:00:10.000000000Z,32,1,5002,6024.500000000,6024.500000000,6024.250000000,6024.500000000,13,ES
2025-01-20T00:00:11.000000000Z,32,1,5002,6024.500000000,6024.500000000,6024.500000000,6024.500000000,3,ES
2025-01-20T00:00:12.000000000Z,32,1,5002,6024.500000000,6024.500000000,6024.500000000,6024.500000000,2,ES
2025-01-20T00:00:14.000000000Z,32,1,5002,6024.500000000,6024.500000000,6024.500000000,6024.500000000,5,ES
2025-01-20T00:00:15.000000000Z,32,1,5002,6024.500000000,6024.500000000,6024.500000000,6024.500000000,9,ES
2025-01-20T00:00:18.000000000Z,32,1,5002,6024.250000000,6024.250000000,6024.250000000,6024.250000000,5,ES
2025-01-20T00:00:20.000000000Z,32,1,5002,6024.250000000,6024.250000000,6024.250000000,6024.250000000,1,ES
2025-01-20T00:00:21.000000000Z,32,1,5002,6024.250000000,6024.250000000,6024.250000000,6024.250000000,2,ES
2025-01-20T00:00:22.000000000Z,32,1,5002,6024.500000000,6025.000000000,6024.500000000,6024.500000000,59,ES
2025-01-20T00:00:23.000000000Z,32,1,5002,6024.750000000,6024.750000000,6024.750000000,6024.750000000,1,ES
2025-01-20T00:00:25.000000000Z,32,1,5002,6024.500000000,6024.500000000,6024.500000000,6024.500000000,2,ES
2025-01-20T00:00:26.000000000Z,32,1,5002,6024.500000000,6024.500000000,6024.500000000,6024.500000000,5,ES
2025-01-20T00:00:29.000000000Z,32,1,5002,6024.500000000,6024.500000000,6024.500000000,6024.500000000,1,ES
2025-01-20T00:00:30.000000000Z,32,1,5002,6024.500000000,6024.500000000,6024.500000000,6024.500000000,2,ES
2025-01-20T00:00:31.000000000Z,32,1,5002,6024.250000000,6024.250000000,6024.250000000,6024.250000000,1,ES
2025-01-20T00:00:34.000000000Z,32,1,5002,6024.250000000,6024.250000000,6024.000000000,6024.000000000,13,ES
2025-01-20T00:00:35.000000000Z,32,1,5002,6024.000000000,6024.000000000,6024.000000000,6024.000000000,4,ES
2025-01-20T00:00:40.000000000Z,32,1,5002,6024.000000000,6024.000000000,6023.750000000,6024.000000000,13,ES
2025-01-20T00:00:42.000000000Z,32,1,5002,6024.250000000,6024.250000000,6024.250000000,6024.250000000,4,ES
2025-01-20T00:00:43.000000000Z,32,1,5002,6024.500000000,6024.500000000,6024.500000000,6024.500000000,1,ES
2025-01-20T00:00:44.000000000Z,32,1,5002,6024.250000000,6024.250000000,6024.250000000,6024.250000000,9,ES
2025-01-20T00:00:46.000000000Z,32,1,5002,6024.000000000,6024.000000000,6024.000000000,6024.000000000,4,ES
2025-01-20T00:00:50.000000000Z,32,1,5002,6024.000000000,6024.000000000,6024.000000000,6024.000000000,3,ES
2025-01-20T00:00:52.000000000Z,32,1,5002,6024.250000000,6024.250000000,6024.250000000,6024.250000000,4,ES
2025-01-20T00:00:54.000000000Z,32,1,5002,6024.250000000,6024.250000000,6024.250000000,6024.250000000,1,ES
2025-01-20T00:00:55.000000000Z,32,1,5002,6024.250000000,6024.250000000,6024.250000000,6024.250000000,2,ES
2025-01-20T00:01:00.000000000Z,32,1,5002,6024.000000000,6024.000000000,6024.000000000,6024.000000000,16,ES
2025-01-20T00:01:01.000000000Z,32,1,5002,6024.000000000,6024.000000000,6024.000000000,6024.000000000,4,ES
