ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2024-06-18T00:00:00.000000000Z,32,1,5602,5484.500000000,5484.750000000,5484.500000000,5484.750000000,3,ES
2024-06-18T00:00:03.000000000Z,32,1,5602,5484.500000000,5484.500000000,5484.500000000,5484.500000000,1,ES
2024-06-18T00:00:07.000000000Z,32,1,5602,5484.250000000,5484.250000000,5484.250000000,5484.250000000,1,ES
2024-06-18T00:00:10.000000000Z,32,1,5602,5484.500000000,5484.750000000,5484.500000000,5484.750000000,6,ES
2024-06-18T00:00:11.000000000Z,32,1,5602,5484.500000000,5484.500000000,5484.500000000,5484.500000000,1,ES
2024-06-18T00:00:20.000000000Z,32,1,5602,5484.500000000,5484.500000000,5484.500000000,5484.500000000,1,ES
2024-06-18T00:00:26.000000000Z,32,1,5602,5484.250000000,5484.250000000,5484.250000000,5484.250000000,5,ES
2024-06-18T00:00:31.000000000Z,32,1,5602,5484.250000000,5484.250000000,5484.250000000,5484.250000000,1,ES
2024-06-18T00:00:34.000000000Z,32,1,5602,5484.250000000,5484.250000000,5484.250000000,5484.250000000,1,ES
2024-06-18T00:00:55.000000000Z,32,1,5602,5484.000000000,5484.000000000,5484.000000000,5484.000000000,15,ES
2024-06-18T00:01:01.000000000Z,32,1,5602,5484.000000000,5484.000000000,5484.000000000,5484.000000000,4,ES
2024-06-18T00:01:05.000000000Z,32,1,5602,5484.000000000,5484.000000000,5484.000000000,5484.000000000,2,ES
2024-06-18T00:01:06.000000000Z,32,1,5602,5484.250000000,5484.250000000,5484.250000000,5484.250000000,1,ES
2024-06-18T00:01:09.000000000Z,32,1,5602,5484.250000000,5484.500000000,5484.250000000,5484.500000000,28,ES
2024-06-18T00:01:10.000000000Z,32,1,5602,5484.500000000,5484.500000000,5484.500000000,5484.500000000,2,ES
2024-06-18T00:01:11.000000000Z,32,1,5602,5484.500000000,5484.500000000,5484.500000000,5484.500000000,5,ES
2024-06-18T00:01:17.000000000Z,32,1,5602,5484.250000000,5484.250000000,5484.250000000,5484.250000000,2,ES
2024-06-18T00:01:22.000000000Z,32,1,5602,5484.250000000,5484.250000000,5484.250000000,5484.250000000,5,ES
2024-06-18T00:01:24.000000000Z,32,1,5602,5484.250000000,5484.250000000,5484.250000000,5484.250000000,3,ES
2024-06-18T00:01:37.000000000Z,32,1,5602,5484.500000000,5484.500000000,5484.500000000,5484.500000000,3,ES
