ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2024-12-10T00:00:00.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,9,ES
2024-12-10T00:00:01.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,8,ES
2024-12-10T00:00:05.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,1,ES
2024-12-10T00:00:06.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,1,ES
2024-12-10T00:00:08.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,1,ES
2024-12-10T00:00:12.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,3,ES
2024-12-10T00:00:15.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,1,ES
2024-12-10T00:00:16.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,22,ES
2024-12-10T00:00:22.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,1,ES
2024-12-10T00:00:23.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,27,ES
2024-12-10T00:00:25.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.500000000,6061.500000000,2,ES
2024-12-10T00:00:26.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,15,ES
2024-12-10T00:00:27.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,25,ES
2024-12-10T00:00:30.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,20,ES
2024-12-10T00:00:33.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,2,ES
2024-12-10T00:00:34.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,2,ES
2024-12-10T00:00:35.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:00:37.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,2,ES
2024-12-10T00:00:38.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,3,ES
2024-12-10T00:00:40.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,8,ES
2024-12-10T00:00:42.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,3,ES
2024-12-10T00:00:46.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,1,ES
2024-12-10T00:00:49.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,3,ES
2024-12-10T00:00:50.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,25,ES
2024-12-10T00:00:56.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,6,ES
2024-12-10T00:00:59.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:01:01.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,9,ES
2024-12-10T00:01:12.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,1,ES
2024-12-10T00:01:21.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,10,ES
2024-12-10T00:01:30.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:01:32.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:01:36.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,9,ES
2024-12-10T00:01:39.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,2,ES
2024-12-10T00:01:42.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:01:45.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,12,ES
2024-12-10T00:01:46.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,7,ES
2024-12-10T00:01:48.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,1,ES
2024-12-10T00:01:55.000000000Z,32,1,183748,6061.250000000,6061.500000000,6061.250000000,6061.500000000,23,ES
2024-12-10T00:01:57.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,7,ES
2024-12-10T00:02:00.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:02:08.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,3,ES
2024-12-10T00:02:10.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:02:12.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,1,ES
2024-12-10T00:02:18.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,15,ES
2024-12-10T00:02:19.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,2,ES
2024-12-10T00:02:40.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,1,ES
2024-12-10T00:02:52.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,4,ES
2024-12-10T00:02:53.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,28,ES
2024-12-10T00:02:54.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:02:55.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:03:01.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,8,ES
2024-12-10T00:03:03.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,1,ES
2024-12-10T00:03:12.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,3,ES
2024-12-10T00:03:18.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,1,ES
2024-12-10T00:03:29.000000000Z,32,1,183748,6060.750000000,6061.000000000,6060.750000000,6061.000000000,34,ES
2024-12-10T00:03:31.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:03:32.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,13,ES
2024-12-10T00:03:37.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:03:38.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,8,ES
2024-12-10T00:03:44.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,1,ES
2024-12-10T00:03:46.000000000Z,32,1,183748,6061.000000000,6061.000000000,6061.000000000,6061.000000000,1,ES
2024-12-10T00:03:54.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,17,ES
2024-12-10T00:03:55.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,20,ES
2024-12-10T00:03:57.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,3,ES
2024-12-10T00:04:00.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,7,ES
2024-12-10T00:04:01.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,1,ES
2024-12-10T00:04:05.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,1,ES
2024-12-10T00:04:11.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,1,ES
2024-12-10T00:04:12.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,1,ES
2024-12-10T00:04:14.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,1,ES
2024-12-10T00:04:17.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,12,ES
2024-12-10T00:04:24.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,19,ES
2024-12-10T00:04:31.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,1,ES
2024-12-10T00:04:38.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,1,ES
2024-12-10T00:04:45.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,2,ES
2024-12-10T00:04:54.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,13,ES
2024-12-10T00:05:01.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,3,ES
2024-12-10T00:05:05.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,14,ES
2024-12-10T00:05:06.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,4,ES
2024-12-10T00:05:13.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,12,ES
2024-12-10T00:05:14.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,1,ES
2024-12-10T00:05:17.000000000Z,32,1,183748,6062.000000000,6062.250000000,6062.000000000,6062.250000000,58,ES
2024-12-10T00:05:21.000000000Z,32,1,183748,6062.000000000,6062.250000000,6062.000000000,6062.250000000,2,ES
2024-12-10T00:05:25.000000000Z,32,1,183748,6062.000000000,6062.000000000,6062.000000000,6062.000000000,9,ES
2024-12-10T00:05:26.000000000Z,32,1,183748,6062.000000000,6062.000000000,6062.000000000,6062.000000000,3,ES
2024-12-10T00:05:27.000000000Z,32,1,183748,6062.000000000,6062.000000000,6062.000000000,6062.000000000,1,ES
2024-12-10T00:05:55.000000000Z,32,1,183748,6062.000000000,6062.000000000,6062.000000000,6062.000000000,18,ES
2024-12-10T00:05:59.000000000Z,32,1,183748,6062.000000000,6062.000000000,6062.000000000,6062.000000000,10,ES
2024-12-10T00:06:00.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,4,ES
2024-12-10T00:06:03.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,1,ES
2024-12-10T00:06:09.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.500000000,6061.500000000,10,ES
2024-12-10T00:06:12.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,7,ES
2024-12-10T00:06:13.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,1,ES
2024-12-10T00:06:22.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,1,ES
2024-12-10T00:06:27.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,5,ES
2024-12-10T00:06:28.000000000Z,32,1,183748,6061.500000000,6061.750000000,6061.500000000,6061.750000000,9,ES
2024-12-10T00:06:31.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,13,ES
2024-12-10T00:06:32.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,5,ES
2024-12-10T00:06:33.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,8,ES
2024-12-10T00:06:41.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,8,ES
2024-12-10T00:06:42.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,7,ES
2024-12-10T00:06:47.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,7,ES
2024-12-10T00:06:48.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,1,ES
2024-12-10T00:06:51.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,10,ES
2024-12-10T00:06:53.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,9,ES
2024-12-10T00:06:54.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,5,ES
2024-12-10T00:06:55.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,5,ES
2024-12-10T00:06:56.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,2,ES
2024-12-10T00:06:57.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,1,ES
2024-12-10T00:06:59.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,3,ES
2024-12-10T00:07:00.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,5,ES
2024-12-10T00:07:02.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,5,ES
2024-12-10T00:07:04.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,12,ES
2024-12-10T00:07:05.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,16,ES
2024-12-10T00:07:06.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,6,ES
2024-12-10T00:07:07.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,6,ES
2024-12-10T00:07:08.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,15,ES
2024-12-10T00:07:09.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,6,ES
2024-12-10T00:07:10.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,8,ES
2024-12-10T00:07:11.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,2,ES
2024-12-10T00:07:13.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,7,ES
2024-12-10T00:07:15.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,5,ES
2024-12-10T00:07:16.000000000Z,32,1,183748,6061.750000000,6061.750000000,6061.750000000,6061.750000000,6,ES
2024-12-10T00:07:21.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,10,ES
2024-12-10T00:07:22.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,13,ES
2024-12-10T00:07:23.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,3,ES
2024-12-10T00:07:27.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,3,ES
2024-12-10T00:07:52.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,1,ES
2024-12-10T00:07:59.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,19,ES
2024-12-10T00:08:05.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,3,ES
2024-12-10T00:08:09.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,20,ES
2024-12-10T00:08:11.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,4,ES
2024-12-10T00:08:22.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,34,ES
2024-12-10T00:08:24.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,14,ES
2024-12-10T00:08:27.000000000Z,32,1,183748,6061.500000000,6061.500000000,6061.500000000,6061.500000000,9,ES
2024-12-10T00:08:32.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,2,ES
2024-12-10T00:08:37.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,17,ES
2024-12-10T00:08:38.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,19,ES
2024-12-10T00:08:40.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
2024-12-10T00:08:42.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,12,ES
2024-12-10T00:08:43.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,7,ES
2024-12-10T00:08:44.000000000Z,32,1,183748,6061.250000000,6061.250000000,6061.250000000,6061.250000000,1,ES
